,riblet_height,riblet_spacing,lotus_intensity,material,coating,velocity,temperature,salinity,time,aspect_ratio,solid_fraction_f,cassie_contact_angle,wenzel_contact_angle,effective_contact_angle,plastron_stability,wetting_state,dynamic_viscosity,water_density,kinematic_viscosity,surface_tension,Re_macro,Re_micro,Capillary_number,Weber_number,skin_friction_coefficient,friction_velocity,viscous_length_scale,viscous_sublayer_thickness,riblet_spacing_plus,riblet_height_plus,multiscale_index,estimated_slip_length,velocity_riblet_interact,durability,drag_reduction,biofouling
solid_fraction_f,-0.014627927911548084,-0.822663236760727,-0.1535075184480959,0.024243673910784833,-0.0027515394951113247,0.010442639753513169,-0.0182844123000326,-0.011422112366921481,-0.033737107484753774,0.766870966513795,1.0,-0.9877539132229805,0.7436729649000983,0.12748705686141004,-0.3202406858576741,-0.2894232191102816,0.017791706128150175,-0.005929431272072021,0.01812311324784141,0.01580469478348614,0.005968187373584591,-0.5121079543793304,0.013111000945039867,-0.38233578519530903,0.005091408846382208,0.009925039864531436,0.007408795104418225,0.007408795104418124,-0.5372893501369729,-0.008183572615239821,0.03023624490269699,-0.7623029564486271,0.6288099357497614,-0.1656377798542412,0.1793775950970303,0.025730736924332462
cassie_contact_angle,0.01722375541824975,0.8914752321935819,0.1719146472749335,-0.02063055859417698,0.004936030465143117,-0.011696137412571118,0.014466244865622284,0.010166027174236638,0.03596588703418642,-0.7400391310320773,-0.9877539132229805,1.0,-0.7546857558450122,-0.09833448512046061,0.277517718374875,0.2553139466975118,-0.013993468538524099,0.006216739657278923,-0.014294394685192889,-0.012190099637753223,-0.00903185049016796,0.5536622316351668,-0.012635658363598158,0.413663280286155,-0.005001355018128225,-0.010877457199313956,-0.009292448227307798,-0.009292448227307779,0.5810271759964717,0.008331617110762413,-0.022446321855723813,0.8446921055865716,-0.6070772918884846,0.16534735657046495,-0.20992264864294616,-0.03217882849782139
wenzel_contact_angle,0.4836989685111507,-0.6848638421859335,-0.0029444008961400786,0.020517161786272168,0.01803799260920426,0.0006180583301187152,-0.01565895856656938,0.009705838440620982,-0.02374134955550246,0.8508445400185313,0.7436729649000983,-0.7546857558450122,1.0,0.3323841684640967,-0.11477751751991132,-0.1098223219378654,0.015898197402787608,0.015672032183631158,0.015563978606122119,0.011830725021779405,-0.0022006619755409007,-0.42992186030041657,0.003992271912030061,-0.32089892014764176,0.012188107041039415,4.2952639621291206e-05,0.01010384201150634,0.010103842011506116,-0.45086940967634614,0.3203600203947032,0.25358576573234454,-0.6337865199232385,0.6924196431575803,-0.17001208923506447,0.38652046960615616,-0.03256563452853565
effective_contact_angle,0.26144182085614587,-0.1553605676921185,0.5145398223278689,0.0028148902061507198,0.009865224818198745,-0.21929111349175248,-0.01823191717447136,-0.014746374974424499,-0.18514543981365397,0.315350458242859,0.12748705686141004,-0.09833448512046061,0.3323841684640967,1.0,0.49584570727722116,0.6039185959872828,0.019248946929475236,-0.010246521196359853,0.019755158537036844,0.012976910022705726,-0.21939917203874565,-0.3154501942942007,-0.19676058667492133,-0.32936892650945926,0.16932482367525697,-0.21599680214459732,0.10802395739193084,0.10802395739193038,-0.3120119073412851,0.05385708590911877,0.5324585425476343,-0.09010469624343308,0.2655863036991082,0.2119314919223193,0.592894635487566,-0.3984973032725305
plastron_stability,0.013495703742453782,-0.020410168829023453,0.7484250502026012,-0.01676750098182322,-0.010131016412597385,-0.368412779563733,0.010001414879258406,-0.01014941769542128,-0.32879906141188026,-0.20192049106500276,-0.3202406858576741,0.277517718374875,-0.11477751751991132,0.49584570727722116,1.0,0.8686344720917967,-0.009287724304315063,-0.015250075267438394,-0.008848565532472959,-0.011169258365216065,-0.3516348728513275,-0.26144528748563517,-0.34783118046575145,-0.29801625365068807,0.3038781476130539,-0.3665358366311237,0.2195684083610889,0.21956840836108846,-0.2538177107534386,-0.23306959258615373,0.6976446290448859,0.0029978527685510076,-0.2997981241697136,0.42059791317576817,0.7238327878280241,-0.5963206686786905
wetting_state,0.015312567030007945,-0.0003992684979980365,0.6650767615364619,-0.017517212735846402,-0.013582391493099089,-0.31554972213654725,0.00738482091955872,-0.012519119324033963,-0.2671056981169512,-0.18071010550017583,-0.2894232191102816,0.2553139466975118,-0.1098223219378654,0.6039185959872828,0.8686344720917967,1.0,-0.006470262685966123,-0.018374978174697576,-0.005904453686754801,-0.009363517640878824,-0.30335980695278125,-0.22344133528574378,-0.2957301850295912,-0.2625626378007068,0.2521962792778342,-0.31309711083719627,0.17673331004606643,0.17673331004606635,-0.21545872860982182,-0.19845835521963015,0.6152727373419723,0.02288266767738049,-0.2632837918094534,0.40008916694008595,0.7302996245536012,-0.5121632675273644
dynamic_viscosity,0.005603309089801875,-0.005857233373873873,0.01665733090524863,-0.015300228280305887,-0.0031403659139460235,0.038859405433835086,-0.9991227265342268,-0.02311878735152812,-0.01067580744574706,0.019097728232553027,0.017791706128150175,-0.013993468538524099,0.015898197402787608,0.019248946929475236,-0.009287724304315063,-0.006470262685966123,1.0,0.28080409668315576,0.9995650757926413,0.9859066633262219,-0.24857560556088867,-0.17132803889017015,0.29455877258227064,0.019504364320543453,0.13970753380014014,0.07136358763339969,0.08458659528522287,0.08458659528522292,-0.1608545518531634,-0.1529284527314368,0.020231780410710918,-0.0013117209994787814,0.030532356849969175,0.1529346856015883,0.02130768715078861,-0.05194027899656728
water_density,0.03413862031328097,0.012664697061813519,-0.005774871703484882,0.014833629127443959,0.03409617180558408,0.012057011013315874,-0.2803912687363249,0.9359510758485154,0.010075748533596439,0.015187728720273595,-0.005929431272072021,0.006216739657278923,0.015672032183631158,-0.010246521196359853,-0.015250075267438394,-0.018374978174697576,0.28080409668315576,1.0,0.2527523280672139,0.27513981231327533,-0.059757340810444676,-0.030833880422038835,0.08271495177851249,0.021175006167225445,0.03747452338140219,0.019582346237216625,0.02161014027879574,0.02161014027879565,-0.028174997120143368,-0.017347998241520342,0.0018423709259411932,0.013280399982487713,0.017567730825118897,-0.13967085603339174,-0.0028675618717470025,0.014552042959259551
kinematic_viscosity,0.004569972124917916,-0.006258411567310157,0.017025942618589335,-0.015845161222346,-0.004307730027607547,0.038852918537205045,-0.9987475727743399,-0.05135036959798726,-0.011236217486578107,0.01884979987345458,0.01812311324784141,-0.014294394685192889,0.015563978606122119,0.019755158537036844,-0.008848565532472959,-0.005904453686754801,0.9995650757926413,0.2527523280672139,1.0,0.9857294352863708,-0.24876860657260808,-0.1717389021681801,0.2944625544775049,0.01906951454888116,0.1396353910156511,0.07139581112668308,0.08452982213858208,0.08452982213858194,-0.16125783653186238,-0.15368481775858406,0.020401590137424548,-0.001680886801925563,0.030280817860040693,0.15839133081852202,0.02157848144762735,-0.05294180015302829
surface_tension,0.004419745032012151,-0.004195906350339031,0.013251517374499141,-0.012745058956399763,-0.0017724544569934944,0.03825937843196467,-0.9910342417710037,-0.02417279151302775,-0.010139797123153925,0.016140220950264603,0.01580469478348614,-0.012190099637753223,0.011830725021779405,0.012976910022705726,-0.011169258365216065,-0.009363517640878824,0.9859066633262219,0.27513981231327533,0.9857294352863708,1.0,-0.25014518165102956,-0.17122718021414213,0.2890949123517079,0.02086845582244458,0.13885752466354312,0.07054861403796482,0.08299210638268172,0.0829921063826816,-0.1605338760843657,-0.15488742097174824,0.01634664387047122,-0.0002928805918472313,0.026405334145012088,0.15389077458179776,0.018374003480181603,-0.050063226824152145
Re_macro,-0.018479682112264403,-0.013682710639243922,-0.005283649729658304,-0.005363859090398229,0.03661677830299431,0.9440572576248532,0.24964383165897647,0.018540428195255296,0.009062553176031812,-0.007447665996239469,0.005968187373584591,-0.00903185049016796,-0.0022006619755409007,-0.21939917203874565,-0.3516348728513275,-0.30335980695278125,-0.24857560556088867,-0.059757340810444676,-0.24876860657260808,-0.25014518165102956,1.0,0.6842576056441668,0.8060874933180382,0.7127490437157411,-0.8623593303770585,0.9311885413517854,-0.6336373631899095,-0.6336373631899074,0.6610209912156297,0.6516700094724251,-0.005118823187923605,-0.015176891223611074,0.3363344647723775,-0.37018830499060223,-0.3072206679774705,-0.01102174519729358
Re_micro,0.0036810231359595564,0.6189446584631477,-0.00395011987382915,-0.01342298064054855,0.02363678271187864,0.6468367926874831,0.17219786299590362,0.02242708840413809,0.03428915752590797,-0.3731191454903898,-0.5121079543793304,0.5536622316351668,-0.42992186030041657,-0.3154501942942007,-0.26144528748563517,-0.22344133528574378,-0.17132803889017015,-0.030833880422038835,-0.1717389021681801,-0.17122718021414213,0.6842576056441668,1.0,0.5530928343108343,0.9283118027793726,-0.5985582465965308,0.638750306546324,-0.44307095849259476,-0.44307095849259287,0.9988415652908978,0.46415335365699645,-0.11910623728145539,0.6093165071024683,-0.16317469251397732,-0.19383194368082507,-0.44287802821656014,0.026439323889757185
Capillary_number,-0.013460365803149858,-0.0108536678357994,0.010328402430475654,-0.010512339039514233,0.03298501320604063,0.9555742571052053,-0.2941547831489613,-0.005181103378136572,-0.006841779701052457,0.003853667693576872,0.013111000945039867,-0.012635658363598158,0.003992271912030061,-0.19676058667492133,-0.34783118046575145,-0.2957301850295912,0.29455877258227064,0.08271495177851249,0.2944625544775049,0.2890949123517079,0.8060874933180382,0.5530928343108343,1.0,0.7165551726772621,-0.7796775361029342,0.9650133697683884,-0.6017778818764343,-0.6017778818764354,0.5398300242315212,0.5328616623045456,0.011644597011702512,-0.008597356104012716,0.3524736401770169,-0.2749332382021363,-0.28815881096704454,-0.049244807916933545
Weber_number,0.0023635168154771086,0.46381804602499,-0.0006539720397128936,-0.01513669294683663,0.02659237427077892,0.7524175095318206,-0.019664383325392963,0.016626889165547415,0.017597295388572933,-0.2787231674756959,-0.38233578519530903,0.413663280286155,-0.32089892014764176,-0.32936892650945926,-0.29801625365068807,-0.2625626378007068,0.019504364320543453,0.021175006167225445,0.01906951454888116,0.02086845582244458,0.7127490437157411,0.9283118027793726,0.7165551726772621,1.0,-0.5813363400806177,0.745979774766762,-0.40202353468193247,-0.40202353468193225,0.9196706382098284,0.4796261620873074,-0.0866393508968249,0.4574302490845334,-0.06347269507259144,-0.21207322586866267,-0.3875179362004234,0.0013895035169890408
skin_friction_coefficient,0.017825175055361676,-0.0038451812052841382,0.009103981940252878,-1.591592300090909e-05,-0.02648635304397035,-0.8616559097770331,-0.13978109453002238,-0.008621101561249386,-0.004973985875151034,0.012712883356262831,0.005091408846382208,-0.005001355018128225,0.012188107041039415,0.16932482367525697,0.3038781476130539,0.2521962792778342,0.13970753380014014,0.03747452338140219,0.1396353910156511,0.13885752466354312,-0.8623593303770585,-0.5985582465965308,-0.7796775361029342,-0.5813363400806177,1.0,-0.8691427046686151,0.9207424173847836,0.9207424173847834,-0.5899866930172087,-0.5741279216229188,0.011714954135733568,-0.0021511036337522617,-0.30482777809800204,0.3147708246995505,0.32737722779938383,0.017836701228437845
friction_velocity,-0.0168298842094811,-0.011750167882217492,0.003071184110193461,-0.008057860105004014,0.0354349120752135,0.9988518566216804,-0.07155937515217242,7.400205735638238e-05,-5.2361337325400274e-05,-0.0017108577317904673,0.009925039864531436,-0.010877457199313956,4.2952639621291206e-05,-0.21599680214459732,-0.3665358366311237,-0.31309711083719627,0.07136358763339969,0.019582346237216625,0.07139581112668308,0.07054861403796482,0.9311885413517854,0.638750306546324,0.9650133697683884,0.745979774766762,-0.8691427046686151,1.0,-0.6649315652232565,-0.6649315652232575,0.6211677649104362,0.6118812420139109,0.003651441734109639,-0.011197403963579594,0.3624101300783552,-0.32919544628607583,-0.31479157760296145,-0.03479938028196302
viscous_length_scale,0.013228229895981389,-0.011923840539999607,0.01221855921494039,-0.00221425287023885,-0.01612666334469573,-0.6492466404661286,-0.08440340106135372,-0.007913834078096902,4.6169137910468e-05,0.0095230550742782,0.007408795104418225,-0.009292448227307798,0.01010384201150634,0.10802395739193084,0.2195684083610889,0.17673331004606643,0.08458659528522287,0.02161014027879574,0.08452982213858208,0.08299210638268172,-0.6336373631899095,-0.44307095849259476,-0.6017778818764343,-0.40202353468193247,0.9207424173847836,-0.6649315652232565,1.0,0.9999999999999983,-0.44318784328079913,-0.42888409477649464,0.014707611151547355,-0.010658892788255846,-0.22899489116008007,0.23007541487091973,0.2760029197908038,0.017850188670235235
viscous_sublayer_thickness,0.013228229895981299,-0.011923840539999552,0.012218559214940332,-0.002214252870238809,-0.01612666334469569,-0.6492466404661293,-0.08440340106135323,-0.007913834078096883,4.616913791048226e-05,0.009523055074278145,0.007408795104418124,-0.009292448227307779,0.010103842011506116,0.10802395739193038,0.21956840836108846,0.17673331004606635,0.08458659528522292,0.02161014027879565,0.08452982213858194,0.0829921063826816,-0.6336373631899074,-0.44307095849259287,-0.6017778818764354,-0.40202353468193225,0.9207424173847834,-0.6649315652232575,0.9999999999999983,1.0,-0.4431878432807987,-0.4288840947764935,0.014707611151547319,-0.010658892788255755,-0.22899489116007987,0.23007541487091884,0.2760029197908027,0.017850188670235235
riblet_spacing_plus,0.004216993995382658,0.6497010465540861,-0.0032047070439790402,-0.013323836216157736,0.022421316302427358,0.6279824359116777,0.16164785016007088,0.021814212514169137,0.03464006308906854,-0.39113444077434006,-0.5372893501369729,0.5810271759964717,-0.45086940967634614,-0.3120119073412851,-0.2538177107534386,-0.21545872860982182,-0.1608545518531634,-0.028174997120143368,-0.16125783653186238,-0.1605338760843657,0.6610209912156297,0.9988415652908978,0.5398300242315212,0.9196706382098284,-0.5899866930172087,0.6211677649104362,-0.44318784328079913,-0.4431878432807987,1.0,0.449820393481718,-0.12404495861413549,0.6398310065503334,-0.18195623113467557,-0.18149590253731865,-0.4510949235968331,0.026821944247088295
riblet_height_plus,0.6535453647422967,0.008845791142309573,0.00033654500214725947,0.0024392065091683717,0.044552011372740834,0.6191561041091019,0.1537369845092552,0.027783845623020522,0.01813862044925793,0.2692610751713712,-0.008183572615239821,0.008331617110762413,0.3203600203947032,0.05385708590911877,-0.23306959258615373,-0.19845835521963015,-0.1529284527314368,-0.017347998241520342,-0.15368481775858406,-0.15488742097174824,0.6516700094724251,0.46415335365699645,0.5328616623045456,0.4796261620873074,-0.5741279216229188,0.6118812420139109,-0.42888409477649464,-0.4288840947764935,0.449820393481718,1.0,0.09807642539481225,0.008842858791354756,0.5081091076031301,-0.3031697515370668,-0.03302793160379619,-0.006509720679916823
multiscale_index,0.16334127506835783,-0.1774262009230213,0.9577442281756585,-0.0007215050916250852,0.011801135389172348,0.0033693419268276217,-0.01957202013483184,-0.0037119384091011047,-0.0021584552423458627,0.22337424586804597,0.03023624490269699,-0.022446321855723813,0.25358576573234454,0.5324585425476343,0.6976446290448859,0.6152727373419723,0.020231780410710918,0.0018423709259411932,0.020401590137424548,0.01634664387047122,-0.005118823187923605,-0.11910623728145539,0.011644597011702512,-0.0866393508968249,0.011714954135733568,0.003651441734109639,0.014707611151547355,0.014707611151547319,-0.12404495861413549,0.09807642539481225,1.0,-0.09067063863551468,0.1852737126013112,0.07807683364638067,0.6953000558770047,-0.42578447412752984
estimated_slip_length,0.01878227871817273,0.9873830690122041,0.09001776038698976,-0.002154159856160892,0.007026957682098896,-0.012463737268409183,0.0016315651143371452,0.01162260151483008,0.037288578494850275,-0.5333554361972612,-0.7623029564486271,0.8446921055865716,-0.6337865199232385,-0.09010469624343308,0.0029978527685510076,0.02288266767738049,-0.0013117209994787814,0.013280399982487713,-0.001680886801925563,-0.0002928805918472313,-0.015176891223611074,0.6093165071024683,-0.008597356104012716,0.4574302490845334,-0.0021511036337522617,-0.011197403963579594,-0.010658892788255846,-0.010658892788255755,0.6398310065503334,0.008842858791354756,-0.09067063863551468,1.0,-0.4375880267179467,0.11583575170408499,-0.3402493833555526,0.004015243915203861
velocity_riblet_interact,0.3284473282980577,-0.4863435695088409,0.00920520938052357,0.013480242690850252,0.038522343818913334,0.36259849727469073,-0.030518245250314963,0.007444719605477034,-0.007032459756265948,0.812929974320897,0.6288099357497614,-0.6070772918884846,0.6924196431575803,0.2655863036991082,-0.2997981241697136,-0.2632837918094534,0.030532356849969175,0.017567730825118897,0.030280817860040693,0.026405334145012088,0.3363344647723775,-0.16317469251397732,0.3524736401770169,-0.06347269507259144,-0.30482777809800204,0.3624101300783552,-0.22899489116008007,-0.22899489116007987,-0.18195623113467557,0.5081091076031301,0.1852737126013112,-0.4375880267179467,1.0,-0.24897145576466656,0.11320081889895801,-0.035995229194757686
durability,-0.0777722054619272,0.11676269229815012,0.1268480681318941,0.3620740486413537,0.552362481233698,-0.33585921207947544,-0.15332122381176905,-0.19417724595165786,-0.48137538808301666,-0.15734841036367192,-0.1656377798542412,0.16534735657046495,-0.17001208923506447,0.2119314919223193,0.42059791317576817,0.40008916694008595,0.1529346856015883,-0.13967085603339174,0.15839133081852202,0.15389077458179776,-0.37018830499060223,-0.19383194368082507,-0.2749332382021363,-0.21207322586866267,0.3147708246995505,-0.32919544628607583,0.23007541487091973,0.23007541487091884,-0.18149590253731865,-0.3031697515370668,0.07807683364638067,0.11583575170408499,-0.24897145576466656,1.0,0.3877925862446617,-0.5543048053423025
drag_reduction,0.27614403315089453,-0.3897876368822924,0.6028843323314523,0.08393427390329497,0.11911671644027698,-0.31301132545054017,-0.020938946031533272,-0.006599512051496196,-0.3049681530679938,0.28139497676747416,0.1793775950970303,-0.20992264864294616,0.38652046960615616,0.592894635487566,0.7238327878280241,0.7302996245536012,0.02130768715078861,-0.0028675618717470025,0.02157848144762735,0.018374003480181603,-0.3072206679774705,-0.44287802821656014,-0.28815881096704454,-0.3875179362004234,0.32737722779938383,-0.31479157760296145,0.2760029197908038,0.2760029197908027,-0.4510949235968331,-0.03302793160379619,0.6953000558770047,-0.3402493833555526,0.11320081889895801,0.3877925862446617,1.0,-0.5312826945881631
biofouling,-0.01060483496153708,0.043041379040381245,-0.4366086189631832,0.00929463385990589,-0.16220489933974733,-0.03282555996700916,0.05182790429569918,0.02742278163420485,0.8439874422374766,-0.028667575805448035,0.025730736924332462,-0.03217882849782139,-0.03256563452853565,-0.3984973032725305,-0.5963206686786905,-0.5121632675273644,-0.05194027899656728,0.014552042959259551,-0.05294180015302829,-0.050063226824152145,-0.01102174519729358,0.026439323889757185,-0.049244807916933545,0.0013895035169890408,0.017836701228437845,-0.03479938028196302,0.017850188670235235,0.017850188670235235,0.026821944247088295,-0.006509720679916823,-0.42578447412752984,0.004015243915203861,-0.035995229194757686,-0.5543048053423025,-0.5312826945881631,1.0
